expense_id,employee_id,amount,receipt_quality,ocr_confidence,previous_violations,department,category,currency,vendor_country,payment_method,expense_date,submission_date,requires_approval,has_receipt,manual_review_required,vendor_id,vendor_name,notes,approval_status,approval_date,is_violation
4333,1819,132025.26238998413,0.32,0.81,3,Sales,Travel,INR,IN,Credit Card,2025-01-25,2025-01-31,1,0,1,2551,VendorA,,Rejected,2025-02-08,1
4334,1088,8886.87,0.93,0.7,4,Sales,Travel,INR,UK,UPI,2025-01-19,2025-01-27,1,1,0,2618,VendorB,Justified,Approved,2025-02-08,0
4335,1653,2901.87,0.5,0.95,4,Engineering,Meals,INR,IN,Cash,2025-01-11,2025-01-14,0,0,0,2644,VendorC,,Approved,2025-02-08,0
4336,1202,4435.84,0.73,0.54,0,Finance,Meals,INR,IN,Cash,2025-01-26,2025-01-26,1,0,0,2328,VendorA,,Approved,2025-02-08,1
4337,1820,3614.45,0.41,0.36,2,Sales,Travel,INR,IN,Credit Card,2025-01-14,2025-01-20,0,0,0,2720,VendorB,Justified,Rejected,2025-02-08,0
4338,1738,818.22,0.2,0.96,3,Marketing,Travel,INR,US,Credit Card,2025-01-14,2025-01-16,1,1,1,2288,VendorA,,Rejected,2025-02-08,0
4339,1954,6764.72,0.65,0.54,4,Marketing,Supplies,INR,IN,UPI,2025-01-22,2025-01-31,0,0,0,2080,VendorC,Justified,Rejected,2025-02-08,0
4340,1333,8269.41,0.66,0.02,0,Operations,Travel,INR,IN,UPI,2025-01-27,2025-02-04,0,1,1,2965,VendorA,,Rejected,2025-02-08,0
4341,1221,3118.31,0.46,0.47,0,HR,Travel,INR,IN,Cash,2025-02-01,2025-02-10,1,0,1,2602,VendorB,Justified,Rejected,2025-02-08,1
4342,1040,9902.74,0.27,0.0,1,Finance,Travel,INR,IN,UPI,2025-02-05,2025-02-13,0,1,1,2474,VendorC,Justified,Rejected,2025-02-08,0
4343,1707,850.93,0.83,0.74,1,HR,Travel,INR,US,UPI,2025-02-03,2025-02-04,1,0,1,2237,VendorB,Justified,Approved,2025-02-08,1
4344,1067,6651.73,0.28,0.57,2,HR,Supplies,INR,US,Credit Card,2025-01-18,2025-01-24,1,1,0,2205,VendorC,,Approved,2025-02-08,1
4345,1987,4537.46,0.66,0.11,0,Engineering,Supplies,INR,IN,Net Banking,2025-01-19,2025-01-26,1,0,0,2388,VendorC,Justified,Approved,2025-02-08,0
4346,1775,4521.36,0.38,0.81,2,HR,Supplies,INR,IN,Credit Card,2025-02-07,2025-02-07,1,1,1,2080,VendorC,Justified,Rejected,2025-02-08,1
4347,1513,4630.69,0.47,0.54,2,Marketing,Travel,INR,US,Credit Card,2025-01-25,2025-01-29,0,1,1,2259,VendorB,Justified,Approved,2025-02-08,0
4348,1872,2660.95,0.21,0.11,3,Engineering,Supplies,INR,IN,Credit Card,2025-01-12,2025-01-19,0,0,1,2360,VendorA,Justified,Approved,2025-02-08,0
4349,1636,7184.07,0.65,0.16,1,HR,Meals,INR,UK,Net Banking,2025-01-30,2025-02-08,0,0,0,2710,VendorB,Justified,Approved,2025-02-08,1
4350,1621,7243.61,0.23,0.82,2,Sales,Supplies,INR,US,Net Banking,2025-01-18,2025-01-19,1,0,0,2036,VendorA,,Approved,2025-02-08,1
4351,1597,2895.73,0.49,0.36,3,Marketing,Travel,INR,IN,Net Banking,2025-01-12,2025-01-12,0,0,0,2845,VendorC,,Rejected,2025-02-08,0
4352,1936,8369.53,0.33,0.82,3,Operations,Travel,INR,IN,Cash,2025-01-24,2025-02-02,1,1,1,2115,VendorC,Justified,Rejected,2025-02-08,0
4353,1631,3236.76,0.96,0.07,1,HR,Meals,INR,US,Net Banking,2025-02-06,2025-02-09,0,1,1,2908,VendorC,Justified,Approved,2025-02-08,0
4354,1126,7278.42,0.98,0.24,1,IT,Supplies,INR,IN,Credit Card,2025-01-21,2025-01-21,0,1,0,2381,VendorA,Justified,Rejected,2025-02-08,0
4355,1254,1297.9,0.75,0.76,0,Engineering,Meals,INR,IN,Credit Card,2025-02-04,2025-02-08,0,1,1,2924,VendorA,Justified,Rejected,2025-02-08,0
4356,1694,27903.231178283913,0.98,0.64,2,Operations,Travel,INR,US,Cash,2025-02-06,2025-02-13,0,1,1,2368,VendorB,Justified,Rejected,2025-02-08,1
4357,1015,3226.38,0.11,0.31,3,Engineering,Supplies,INR,IN,UPI,2025-01-26,2025-02-02,0,0,0,2246,VendorB,Justified,Approved,2025-02-08,0
4358,1476,5979.35,0.99,0.94,0,Operations,Supplies,INR,IN,Cash,2025-01-18,2025-01-26,0,0,0,2481,VendorC,,Rejected,2025-02-08,1
4359,1061,6490.56,0.1,0.21,2,Engineering,Supplies,INR,UK,Credit Card,2025-01-21,2025-01-25,1,1,0,2865,VendorA,Justified,Approved,2025-02-08,0
4360,1880,4023.93,0.42,0.85,2,Marketing,Meals,INR,IN,Credit Card,2025-01-19,2025-01-26,0,0,1,2741,VendorA,,Rejected,2025-02-08,1
4361,1431,870.61,0.24,0.7,0,IT,Travel,INR,IN,Net Banking,2025-02-04,2025-02-13,1,0,1,2038,VendorB,Justified,Approved,2025-02-08,0
4362,1669,3798.98,0.95,0.12,3,Sales,Supplies,INR,IN,Cash,2025-02-05,2025-02-09,1,0,0,2943,VendorA,Justified,Rejected,2025-02-08,1
4363,1267,6918.8,0.64,0.56,0,IT,Meals,INR,IN,Net Banking,2025-01-13,2025-01-19,0,1,1,2984,VendorA,,Approved,2025-02-08,1
4364,1034,6742.86,0.6,0.93,2,Marketing,Meals,INR,UK,UPI,2025-02-01,2025-02-08,0,0,0,2418,VendorC,Justified,Approved,2025-02-08,1
4365,1778,1685.94,1.0,0.62,0,Operations,Supplies,INR,IN,Net Banking,2025-02-06,2025-02-13,1,0,0,2701,VendorB,Justified,Approved,2025-02-08,0
4366,1575,177.06,0.61,0.53,0,Finance,Meals,INR,IN,Net Banking,2025-01-25,2025-01-26,1,0,0,2659,VendorB,Justified,Approved,2025-02-08,0
4367,1493,7554.52,0.65,0.37,2,Engineering,Travel,INR,UK,Net Banking,2025-02-03,2025-02-03,0,1,0,2350,VendorC,Justified,Rejected,2025-02-08,0
4368,1561,1153.04,0.04,0.79,1,Finance,Supplies,INR,IN,UPI,2025-02-06,2025-02-13,0,1,0,2237,VendorB,Justified,Rejected,2025-02-08,1
4369,1468,915.26,0.86,0.91,3,HR,Meals,INR,IN,Net Banking,2025-01-30,2025-02-07,1,1,1,2186,VendorC,Justified,Approved,2025-02-08,0
4370,1766,126.74,0.97,0.75,2,IT,Meals,INR,US,Credit Card,2025-01-23,2025-01-29,0,0,1,2043,VendorC,Justified,Rejected,2025-02-08,1
4371,1660,4382.75,0.96,0.73,1,Marketing,Supplies,INR,IN,UPI,2025-01-11,2025-01-18,1,1,0,2949,VendorB,Justified,Approved,2025-02-08,0
4372,1324,5082.31,0.22,0.19,0,Engineering,Meals,INR,IN,Net Banking,2025-01-17,2025-01-25,1,1,1,2216,VendorB,Justified,Rejected,2025-02-08,1
4373,1303,6412.87,0.23,0.83,1,IT,Travel,INR,IN,Cash,2025-01-11,2025-01-20,0,0,0,2118,VendorC,Justified,Rejected,2025-02-08,0
4374,1275,3031.03,0.37,0.04,2,HR,Meals,INR,IN,Cash,2025-01-31,2025-02-09,0,1,1,2377,VendorB,Justified,Approved,2025-02-08,0
4375,1868,7133.2,0.31,0.76,2,Sales,Travel,INR,IN,Net Banking,2025-02-02,2025-02-11,1,0,1,2185,VendorC,Justified,Rejected,2025-02-08,0
4376,1962,1776.39,0.31,0.21,0,Operations,Supplies,INR,IN,Cash,2025-02-05,2025-02-08,1,0,1,2988,VendorA,,Approved,2025-02-08,0
4377,1683,8336.7,0.61,0.49,2,Engineering,Supplies,INR,IN,Cash,2025-02-01,2025-02-03,1,1,0,2753,VendorB,Justified,Approved,2025-02-08,1
4378,1928,5761.3,0.81,0.7,4,Marketing,Meals,INR,IN,UPI,2025-01-21,2025-01-24,1,1,1,2563,VendorC,Justified,Approved,2025-02-08,1
4379,1200,5880.51,0.94,0.76,1,Engineering,Travel,INR,IN,UPI,2025-01-23,2025-02-01,0,1,0,2433,VendorC,Justified,Rejected,2025-02-08,0
4380,1444,36338.55038317446,0.07,0.89,4,Engineering,Meals,INR,IN,Credit Card,2025-02-04,2025-02-06,0,1,1,2941,VendorA,Justified,Approved,2025-02-08,1
4381,1904,833.68,0.28,0.28,4,Operations,Travel,INR,IN,UPI,2025-01-13,2025-01-14,0,0,0,2481,VendorC,Justified,Rejected,2025-02-08,0
4382,1323,4700.78,0.26,0.22,1,IT,Supplies,INR,US,Credit Card,2025-01-18,2025-01-18,0,0,0,2905,VendorC,Justified,Rejected,2025-02-08,0
4383,1034,6194.56,0.36,1.0,2,Operations,Supplies,INR,IN,Net Banking,2025-02-04,2025-02-07,1,0,1,2274,VendorB,Justified,Approved,2025-02-08,0
4384,1976,1040.96,0.42,0.21,1,Sales,Supplies,INR,IN,UPI,2025-01-23,2025-01-27,0,0,0,2122,VendorA,Justified,Approved,2025-02-08,1
4385,1481,9510.29,0.39,0.67,0,IT,Supplies,INR,IN,Credit Card,2025-01-21,2025-01-28,1,0,1,2102,VendorC,Justified,Rejected,2025-02-08,1
4386,1727,9806.1,0.95,0.95,4,Sales,Travel,INR,IN,UPI,2025-02-06,2025-02-12,0,1,0,2138,VendorA,Justified,Rejected,2025-02-08,0
4387,1479,5500.02,0.44,0.9,4,Engineering,Travel,INR,IN,Net Banking,2025-01-17,2025-01-22,0,0,0,2423,VendorB,Justified,Rejected,2025-02-08,0
4388,1064,9505.68,0.55,0.44,2,Operations,Meals,INR,IN,Cash,2025-01-12,2025-01-17,0,0,1,2039,VendorA,Justified,Rejected,2025-02-08,1
4389,1007,1876.51,0.75,0.64,1,Sales,Meals,INR,IN,Cash,2025-01-27,2025-01-31,0,0,0,2035,VendorC,Justified,Approved,2025-02-08,0
4390,1300,351.66,0.73,0.53,3,Marketing,Meals,INR,IN,Credit Card,2025-01-30,2025-02-02,0,1,0,2342,VendorC,Justified,Approved,2025-02-08,0
4391,1342,490.15,0.58,0.35,2,Marketing,Meals,INR,IN,UPI,2025-02-01,2025-02-08,0,0,1,2182,VendorA,Justified,Approved,2025-02-08,0
4392,1430,5916.37,0.86,0.14,2,Marketing,Meals,INR,IN,Cash,2025-01-31,2025-02-07,1,0,1,2555,VendorC,,Rejected,2025-02-08,1
4393,1423,710.25,0.62,0.8,2,HR,Meals,INR,IN,UPI,2025-02-02,2025-02-11,0,1,0,2229,VendorA,Justified,Rejected,2025-02-08,0
4394,1331,9589.6,0.87,0.09,1,Operations,Supplies,INR,IN,Net Banking,2025-01-27,2025-01-29,1,0,1,2984,VendorB,Justified,Approved,2025-02-08,1
4395,1437,1505.14,0.3,0.61,2,IT,Travel,INR,IN,Net Banking,2025-01-10,2025-01-17,0,1,0,2939,VendorB,Justified,Rejected,2025-02-08,0
4396,1587,3116.76,0.13,0.59,0,Engineering,Meals,INR,US,Credit Card,2025-01-31,2025-02-04,0,1,1,2368,VendorA,Justified,Approved,2025-02-08,0
4397,1173,8242.93,0.82,0.33,0,IT,Travel,INR,IN,Cash,2025-01-29,2025-01-29,0,1,0,2684,VendorB,Justified,Rejected,2025-02-08,0
4398,1558,2265.53,0.38,0.14,4,Finance,Supplies,INR,IN,Cash,2025-02-04,2025-02-11,0,0,1,2980,VendorC,Justified,Approved,2025-02-08,1
4399,1526,2505.39,0.65,0.8,4,Engineering,Travel,INR,IN,Net Banking,2025-01-29,2025-02-04,0,1,0,2741,VendorC,Justified,Approved,2025-02-08,0
4400,1872,6458.86,0.74,0.46,1,HR,Supplies,INR,IN,Net Banking,2025-02-01,2025-02-07,0,0,1,2509,VendorB,Justified,Approved,2025-02-08,1
4401,1658,2833.25,0.33,0.73,3,HR,Travel,INR,IN,Credit Card,2025-01-20,2025-01-24,0,1,1,2702,VendorA,Justified,Approved,2025-02-08,1
4402,1025,2252.73,0.51,0.02,4,Finance,Supplies,INR,IN,Credit Card,2025-02-05,2025-02-09,0,0,1,2730,VendorB,Justified,Approved,2025-02-08,1
4403,1819,2616.36,0.89,0.07,4,IT,Supplies,INR,IN,Credit Card,2025-01-27,2025-02-02,0,1,1,2769,VendorA,,Approved,2025-02-08,0
4404,1604,4957.41,0.88,0.18,4,Marketing,Supplies,INR,IN,Credit Card,2025-01-20,2025-01-28,0,1,0,2133,VendorB,Justified,Approved,2025-02-08,0
4405,1405,9664.39,0.75,0.11,4,HR,Supplies,INR,IN,UPI,2025-01-29,2025-02-07,0,0,0,2738,VendorB,Justified,Rejected,2025-02-08,1
4406,1231,8339.16,0.76,0.19,2,IT,Meals,INR,US,Net Banking,2025-01-18,2025-01-18,0,0,0,2328,VendorA,Justified,Rejected,2025-02-08,1
4407,1532,35630.329434494255,0.9,0.69,4,Engineering,Meals,INR,IN,UPI,2025-02-02,2025-02-09,0,0,0,2275,VendorB,,Approved,2025-02-08,1
4408,1818,3697.39,0.74,0.05,1,Operations,Supplies,INR,UK,Credit Card,2025-01-19,2025-01-28,1,1,0,2438,VendorC,Justified,Rejected,2025-02-08,0
4409,1549,4698.67,0.34,0.04,2,Marketing,Travel,INR,IN,Net Banking,2025-01-24,2025-02-01,0,0,0,2499,VendorC,,Rejected,2025-02-08,0
4410,1787,9791.4,0.12,0.03,2,Engineering,Travel,INR,US,Cash,2025-01-18,2025-01-24,1,1,1,2864,VendorC,,Rejected,2025-02-08,0
4411,1504,1806.67,0.42,0.7,1,IT,Meals,INR,IN,Credit Card,2025-01-20,2025-01-21,1,1,1,2686,VendorB,Justified,Rejected,2025-02-08,1
4412,1668,3639.08,0.09,0.54,3,Sales,Travel,INR,IN,Net Banking,2025-01-28,2025-02-01,1,1,0,2860,VendorB,Justified,Rejected,2025-02-08,0
4413,1178,7321.32,0.12,0.37,4,Finance,Supplies,INR,IN,Cash,2025-01-31,2025-02-03,1,1,1,2538,VendorB,Justified,Approved,2025-02-08,1
4414,1131,9643.04,0.95,0.68,0,Sales,Supplies,INR,IN,UPI,2025-01-29,2025-02-04,1,1,0,2000,VendorB,,Rejected,2025-02-08,1
4415,1822,1641.18,0.68,0.55,3,Engineering,Travel,INR,US,Credit Card,2025-01-17,2025-01-19,1,0,1,2908,VendorB,,Approved,2025-02-08,0
4416,1454,2351.06,0.85,0.01,4,Marketing,Meals,INR,IN,UPI,2025-01-25,2025-02-01,0,0,0,2962,VendorA,,Approved,2025-02-08,0
4417,1347,2334.38,0.64,0.84,0,HR,Meals,INR,IN,UPI,2025-01-19,2025-01-23,0,0,0,2064,VendorC,Justified,Rejected,2025-02-08,0
4418,1539,307.23,0.42,0.35,2,Marketing,Travel,INR,IN,Credit Card,2025-01-25,2025-01-30,0,1,0,2979,VendorA,Justified,Rejected,2025-02-08,0
4419,1771,6080.74,0.03,0.4,2,Engineering,Meals,INR,IN,Net Banking,2025-01-24,2025-01-27,1,1,0,2615,VendorC,Justified,Rejected,2025-02-08,1
4420,1405,6739.96,0.96,0.78,2,Engineering,Travel,INR,IN,Net Banking,2025-01-27,2025-02-02,1,1,0,2697,VendorA,,Rejected,2025-02-08,0
4421,1075,6065.01,0.07,0.19,4,Engineering,Travel,INR,IN,UPI,2025-01-22,2025-01-30,0,0,0,2217,VendorA,Justified,Rejected,2025-02-08,0
4422,1940,806.1,0.61,0.01,1,Finance,Meals,INR,IN,Net Banking,2025-01-29,2025-02-01,0,0,1,2971,VendorC,Justified,Rejected,2025-02-08,0
4423,1578,785.38,0.1,0.91,2,Marketing,Travel,INR,IN,Credit Card,2025-01-27,2025-02-01,1,1,0,2709,VendorB,Justified,Rejected,2025-02-08,0
4424,1853,2182.83,0.28,0.51,2,IT,Meals,INR,IN,UPI,2025-01-10,2025-01-15,0,1,0,2629,VendorC,Justified,Approved,2025-02-08,1
4425,1491,2973.92,0.19,0.35,2,Finance,Supplies,INR,IN,Cash,2025-01-20,2025-01-20,0,1,1,2945,VendorC,,Rejected,2025-02-08,1
4426,1193,7886.78,0.55,0.82,4,HR,Supplies,INR,IN,UPI,2025-01-10,2025-01-18,1,1,0,2776,VendorB,,Rejected,2025-02-08,1
4427,1983,1677.96,0.89,0.03,0,Marketing,Meals,INR,US,Credit Card,2025-01-31,2025-02-01,0,0,1,2631,VendorA,Justified,Rejected,2025-02-08,0
4428,1161,536.51,0.64,0.2,3,IT,Travel,INR,IN,Credit Card,2025-01-12,2025-01-21,1,1,0,2182,VendorB,Justified,Approved,2025-02-08,0
4429,1346,4000.48,0.66,0.16,2,HR,Supplies,INR,UK,Net Banking,2025-01-23,2025-01-23,0,0,1,2675,VendorC,,Approved,2025-02-08,1
4430,1950,4222.28,0.91,0.74,3,Marketing,Travel,INR,IN,Cash,2025-01-21,2025-01-25,0,1,0,2403,VendorA,Justified,Rejected,2025-02-08,0
4431,1360,4563.98,0.75,0.31,1,IT,Supplies,INR,IN,Credit Card,2025-01-19,2025-01-20,1,1,1,2905,VendorB,Justified,Approved,2025-02-08,0
4432,1768,8286.35,0.87,0.77,1,IT,Meals,INR,IN,UPI,2025-01-12,2025-01-21,0,0,0,2649,VendorB,,Rejected,2025-02-08,1
4433,1583,1070.25,0.42,0.04,1,Sales,Travel,INR,US,Net Banking,2025-01-29,2025-02-02,1,1,0,2158,VendorA,Justified,Approved,2025-02-08,0
4434,1086,7069.03,0.87,0.61,2,Engineering,Meals,INR,IN,UPI,2025-01-18,2025-01-18,0,0,1,2083,VendorC,Justified,Rejected,2025-02-08,1
4435,1933,3445.66,0.65,0.32,3,Engineering,Travel,INR,IN,Credit Card,2025-01-28,2025-02-03,1,1,1,2984,VendorC,Justified,Approved,2025-02-08,0
4436,1261,3168.8,0.14,0.19,0,Finance,Supplies,INR,IN,Net Banking,2025-02-02,2025-02-05,0,1,1,2940,VendorA,Justified,Rejected,2025-02-08,1
4437,1213,102266.62543374502,0.04,0.82,4,IT,Meals,INR,IN,Credit Card,2025-01-11,2025-01-18,1,0,0,2286,VendorA,Justified,Approved,2025-02-08,1
4438,1664,2559.84,0.24,0.41,3,HR,Supplies,INR,IN,Net Banking,2025-01-10,2025-01-17,0,0,0,2750,VendorC,Justified,Approved,2025-02-08,1
4439,1721,6461.07,0.38,0.57,4,Engineering,Travel,INR,IN,Credit Card,2025-01-21,2025-01-27,0,1,1,2264,VendorC,Justified,Approved,2025-02-08,0
4440,1912,2823.76,0.84,0.03,3,Sales,Travel,INR,IN,Net Banking,2025-01-26,2025-01-26,1,0,1,2628,VendorA,,Approved,2025-02-08,0
4441,1572,5120.72,0.74,0.79,2,HR,Meals,INR,IN,Credit Card,2025-01-28,2025-01-30,1,1,0,2360,VendorB,,Approved,2025-02-08,1
4442,1779,7884.3,0.96,0.29,0,Sales,Supplies,INR,UK,UPI,2025-01-25,2025-01-30,0,1,1,2983,VendorA,Justified,Approved,2025-02-08,1
4443,1261,8829.05,0.56,0.69,2,Engineering,Meals,INR,IN,UPI,2025-01-25,2025-01-30,0,1,0,2259,VendorB,Justified,Approved,2025-02-08,1
4444,1729,8403.1,0.75,0.76,1,IT,Supplies,INR,IN,UPI,2025-01-16,2025-01-21,0,1,0,2996,VendorB,Justified,Approved,2025-02-08,1
4445,1282,5863.59,0.28,0.12,0,HR,Supplies,INR,IN,Cash,2025-01-14,2025-01-15,1,1,0,2684,VendorC,Justified,Rejected,2025-02-08,1
4446,1647,2563.28,0.68,0.3,3,Finance,Travel,INR,IN,Cash,2025-01-14,2025-01-21,1,0,0,2919,VendorC,,Approved,2025-02-08,0
4447,1466,6646.21,0.71,0.72,2,Marketing,Travel,INR,IN,Net Banking,2025-02-04,2025-02-06,0,0,0,2461,VendorB,Justified,Rejected,2025-02-08,0
4448,1379,7128.06,0.85,0.23,4,Finance,Meals,INR,US,Cash,2025-01-29,2025-02-02,1,1,1,2455,VendorA,,Rejected,2025-02-08,1
4449,1361,205.85,0.54,0.85,2,Finance,Travel,INR,IN,Cash,2025-01-19,2025-01-27,1,0,0,2624,VendorA,Justified,Approved,2025-02-08,0
4450,1448,4448.18,0.65,0.31,2,Engineering,Travel,INR,IN,Credit Card,2025-01-12,2025-01-18,0,0,1,2858,VendorA,,Rejected,2025-02-08,0
4451,1440,8448.29,0.2,0.4,3,Engineering,Meals,INR,IN,Cash,2025-01-21,2025-01-29,1,1,1,2892,VendorC,Justified,Approved,2025-02-08,1
4452,1092,4946.92,0.74,0.1,3,Finance,Meals,INR,IN,Cash,2025-01-30,2025-02-02,1,1,0,2233,VendorB,,Rejected,2025-02-08,1
4453,1620,3182.62,0.84,0.15,1,HR,Meals,INR,IN,Cash,2025-01-18,2025-01-18,0,0,0,2180,VendorB,Justified,Rejected,2025-02-08,0
4454,1752,8730.8,0.59,0.28,0,Engineering,Supplies,INR,UK,Cash,2025-01-26,2025-02-04,0,0,1,2477,VendorA,Justified,Rejected,2025-02-08,1
4455,1866,1643.22,0.12,0.05,2,Finance,Supplies,INR,IN,Net Banking,2025-01-16,2025-01-18,1,0,0,2369,VendorA,,Rejected,2025-02-08,1
4456,1423,2143.81,0.31,0.19,4,Engineering,Supplies,INR,IN,Cash,2025-01-20,2025-01-24,1,1,1,2077,VendorB,Justified,Rejected,2025-02-08,0
4457,1141,6904.99,0.48,0.41,3,Operations,Meals,INR,IN,Net Banking,2025-01-31,2025-02-09,1,0,1,2999,VendorA,,Approved,2025-02-08,1
4458,1290,3589.12,0.68,0.38,3,HR,Travel,INR,IN,UPI,2025-01-28,2025-01-28,0,1,1,2679,VendorC,Justified,Approved,2025-02-08,1
4459,1431,7158.87,0.32,0.2,1,IT,Supplies,INR,IN,Cash,2025-01-16,2025-01-22,0,0,1,2825,VendorB,,Approved,2025-02-08,1
4460,1748,1661.27,0.84,0.08,0,HR,Travel,INR,IN,UPI,2025-01-31,2025-01-31,1,1,1,2209,VendorC,Justified,Rejected,2025-02-08,1
4461,1851,29921.374557447612,0.37,0.32,1,Marketing,Supplies,INR,IN,Credit Card,2025-01-21,2025-01-28,0,0,0,2972,VendorC,Justified,Approved,2025-02-08,1
4462,1823,1650.81,0.04,0.75,3,IT,Travel,INR,IN,Cash,2025-01-15,2025-01-21,1,0,1,2156,VendorC,Justified,Approved,2025-02-08,0
4463,1688,9533.81,0.79,0.51,4,Finance,Supplies,INR,IN,Credit Card,2025-01-22,2025-01-23,0,1,0,2795,VendorB,Justified,Rejected,2025-02-08,1
4464,1652,4113.5,0.64,0.95,1,Engineering,Travel,INR,UK,UPI,2025-01-10,2025-01-16,0,1,1,2687,VendorA,Justified,Rejected,2025-02-08,0
4465,1700,3438.48,0.8,0.14,2,Finance,Supplies,INR,IN,UPI,2025-01-29,2025-02-03,0,0,1,2125,VendorC,Justified,Approved,2025-02-08,1
4466,1997,240.6,0.35,0.21,3,Sales,Supplies,INR,IN,Cash,2025-01-17,2025-01-23,1,0,1,2563,VendorC,,Approved,2025-02-08,1
4467,1048,1618.83,0.02,0.28,3,IT,Supplies,INR,IN,Cash,2025-01-17,2025-01-17,1,1,1,2241,VendorC,,Approved,2025-02-08,0
4468,1301,4269.24,0.07,0.01,1,Operations,Meals,INR,IN,Credit Card,2025-01-13,2025-01-19,1,1,1,2323,VendorC,Justified,Approved,2025-02-08,0
4469,1880,778.18,0.11,0.94,4,IT,Supplies,INR,IN,Net Banking,2025-01-29,2025-02-06,0,0,1,2986,VendorA,,Approved,2025-02-08,0
4470,1189,5156.32,0.81,0.45,1,Engineering,Travel,INR,US,UPI,2025-01-16,2025-01-23,1,1,1,2291,VendorB,Justified,Rejected,2025-02-08,0
4471,1135,4604.65,0.3,0.48,4,Operations,Travel,INR,IN,UPI,2025-02-04,2025-02-10,1,0,1,2663,VendorA,Justified,Rejected,2025-02-08,0
4472,1554,7694.96,1.0,0.16,3,Engineering,Supplies,INR,IN,Credit Card,2025-01-31,2025-02-01,0,0,1,2633,VendorC,Justified,Rejected,2025-02-08,1
4473,1403,6632.05,0.76,0.87,1,Operations,Travel,INR,US,Net Banking,2025-02-06,2025-02-12,1,1,0,2254,VendorA,,Approved,2025-02-08,0
4474,1891,4514.88,0.6,0.69,0,Engineering,Supplies,INR,IN,Credit Card,2025-01-25,2025-01-26,0,1,1,2056,VendorC,,Approved,2025-02-08,0
4475,1864,45094.4321621424,0.98,0.43,1,IT,Travel,INR,IN,UPI,2025-01-31,2025-02-03,1,0,1,2983,VendorC,Justified,Approved,2025-02-08,1
4476,1601,7295.95,0.32,0.88,1,IT,Supplies,INR,IN,UPI,2025-01-16,2025-01-16,1,0,1,2770,VendorB,,Approved,2025-02-08,1
4477,1806,7107.83,0.17,0.91,0,IT,Supplies,INR,IN,Cash,2025-01-13,2025-01-15,0,0,1,2300,VendorB,Justified,Approved,2025-02-08,0
4478,1340,1617.63,0.74,0.05,0,IT,Travel,INR,UK,Net Banking,2025-01-17,2025-01-21,0,0,1,2786,VendorC,Justified,Rejected,2025-02-08,0
4479,1756,9156.04,0.28,0.12,2,Operations,Supplies,INR,IN,Net Banking,2025-01-25,2025-01-30,0,0,1,2486,VendorB,Justified,Rejected,2025-02-08,1
4480,1944,737.61,0.96,0.03,0,Marketing,Travel,INR,UK,Cash,2025-01-31,2025-02-02,0,0,1,2944,VendorC,Justified,Rejected,2025-02-08,0
4481,1703,644.87,0.99,0.58,4,HR,Supplies,INR,IN,Net Banking,2025-01-21,2025-01-23,0,1,1,2648,VendorA,Justified,Approved,2025-02-08,1
4482,1317,1954.77,0.93,0.22,2,HR,Travel,INR,UK,Credit Card,2025-01-31,2025-02-09,0,0,1,2469,VendorC,Justified,Rejected,2025-02-08,1
4483,1617,9103.66,0.94,0.84,4,Marketing,Meals,INR,IN,Net Banking,2025-01-29,2025-02-03,0,0,1,2249,VendorA,Justified,Approved,2025-02-08,1
4484,1362,5247.98,0.62,0.47,2,Finance,Supplies,INR,US,UPI,2025-02-04,2025-02-12,0,1,1,2149,VendorC,Justified,Rejected,2025-02-08,1
4485,1821,7900.62,0.69,0.84,2,HR,Supplies,INR,IN,Credit Card,2025-01-28,2025-01-29,1,1,1,2694,VendorB,Justified,Approved,2025-02-08,1
4486,1381,2355.65,0.09,0.56,4,Finance,Supplies,INR,UK,Credit Card,2025-01-25,2025-01-26,0,1,1,2399,VendorA,Justified,Rejected,2025-02-08,1
4487,1232,4953.2,0.76,0.8,3,IT,Meals,INR,IN,UPI,2025-01-16,2025-01-22,1,0,0,2631,VendorA,Justified,Rejected,2025-02-08,1
4488,1776,3647.07,0.2,0.37,3,Engineering,Supplies,INR,IN,Cash,2025-01-11,2025-01-14,1,0,1,2455,VendorB,,Rejected,2025-02-08,0
4489,1343,8295.5,0.84,0.95,1,HR,Meals,INR,IN,UPI,2025-01-23,2025-01-23,1,0,1,2464,VendorC,Justified,Rejected,2025-02-08,1
4490,1548,323.78,0.96,0.67,3,HR,Meals,INR,IN,Cash,2025-01-29,2025-02-03,1,1,1,2164,VendorB,,Approved,2025-02-08,0
4491,1816,2514.04,0.21,0.6,1,IT,Meals,INR,IN,Cash,2025-01-24,2025-02-01,0,0,0,2538,VendorC,Justified,Approved,2025-02-08,1
4492,1552,1610.48,0.08,0.35,3,IT,Travel,INR,IN,Credit Card,2025-01-31,2025-02-09,1,0,0,2162,VendorA,Justified,Rejected,2025-02-08,0
4493,1528,8605.97,0.48,0.94,1,HR,Travel,INR,IN,Net Banking,2025-01-24,2025-01-29,0,1,1,2162,VendorB,,Rejected,2025-02-08,1
4494,1855,4728.68,0.79,0.34,1,IT,Supplies,INR,IN,Credit Card,2025-01-20,2025-01-25,1,0,1,2077,VendorC,Justified,Approved,2025-02-08,0
4495,1788,4101.78,0.77,0.84,0,HR,Meals,INR,IN,UPI,2025-01-11,2025-01-14,1,1,1,2563,VendorA,,Approved,2025-02-08,1
