expense_id,employee_id,department,submission_date,expense_date,amount,currency,vendor,category,payment_method,has_justification,is_violation
EXP000438,EMP023,Sales,9/9/2024,8/15/2024,304.49,USD,Training Corp,Technology,Corporate Card,TRUE,FALSE
EXP000439,EMP015,Marketing,6/5/2024,5/11/2024,95.2,USD,Office Store,Meals,Cash,TRUE,FALSE
EXP000440,EMP012,Sales,1/4/2024,12/30/2023,1447.58,USD,Tech Store,Technology,Personal Card,FALSE,FALSE
EXP000441,EMP007,Sales,11/15/2024,11/11/2024,53.67,USD,Restaurant A,Technology,Personal Card,TRUE,FALSE
EXP000442,EMP040,Engineering,4/18/2024,4/8/2024,869.07,USD,Tech Store,Training,Corporate Card,TRUE,FALSE
EXP000443,EMP044,HR,3/15/2024,3/12/2024,195.51,USD,Office Store,Office Supplies,Cash,TRUE,FALSE
EXP000444,EMP041,Marketing,12/23/2024,12/22/2024,73.03,USD,Airlines Corp,Technology,Corporate Card,TRUE,FALSE
EXP000445,EMP025,Sales,2/14/2024,1/29/2024,1123.23,USD,Training Corp,Technology,Cash,TRUE,FALSE
EXP000446,EMP020,Marketing,4/7/2024,4/2/2024,865.69,USD,Training Corp,Training,Corporate Card,TRUE,FALSE
EXP000447,EMP040,Engineering,8/25/2024,8/8/2024,454.62,USD,Office Store,Office Supplies,Personal Card,FALSE,TRUE
EXP000448,EMP036,Sales,7/6/2024,6/10/2024,2326.3,USD,Tech Store,Travel,Personal Card,TRUE,FALSE
EXP000449,EMP027,Sales,11/8/2024,10/29/2024,2150.36,USD,Training Corp,Travel,Cash,TRUE,FALSE
EXP000450,EMP028,Finance,2/6/2024,1/11/2024,1221.12,USD,Hotel Chain,Technology,Cash,FALSE,FALSE
EXP000451,EMP002,Engineering,1/16/2024,1/11/2024,386.09,USD,Local Restaurant,Office Supplies,Personal Card,TRUE,FALSE
EXP000452,EMP033,Finance,10/19/2024,10/11/2024,355.21,USD,Restaurant A,Office Supplies,Corporate Card,TRUE,FALSE
EXP000453,EMP024,Finance,4/10/2024,4/2/2024,325.2,USD,Airlines Corp,Office Supplies,Corporate Card,TRUE,FALSE
EXP000454,EMP048,Finance,9/17/2024,9/16/2024,240.09,USD,Tech Store,Office Supplies,Personal Card,TRUE,FALSE
EXP000455,EMP005,Finance,8/4/2024,7/14/2024,67.11,USD,Restaurant A,Office Supplies,Personal Card,TRUE,FALSE
EXP000456,EMP009,Sales,5/14/2024,4/23/2024,470.43,USD,Online Retailer,Travel,Corporate Card,TRUE,TRUE
EXP000457,EMP028,HR,7/28/2024,7/27/2024,265.84,USD,Tech Store,Training,Cash,TRUE,FALSE
EXP000458,EMP049,Marketing,11/9/2024,10/29/2024,1275.99,USD,Restaurant A,Technology,Cash,TRUE,FALSE
EXP000459,EMP017,Marketing,4/21/2024,4/3/2024,247.93,USD,Training Corp,Training,Personal Card,TRUE,FALSE
EXP000460,EMP025,Marketing,12/25/2024,12/7/2024,51.89,USD,Training Corp,Meals,Personal Card,FALSE,FALSE
EXP000461,EMP001,Marketing,7/16/2024,6/17/2024,567.21,USD,Hotel Chain,Training,Corporate Card,TRUE,FALSE
EXP000462,EMP043,Engineering,5/8/2024,5/3/2024,241.75,USD,Airlines Corp,Office Supplies,Personal Card,TRUE,FALSE
EXP000463,EMP020,HR,7/29/2024,7/12/2024,343.76,USD,Local Restaurant,Office Supplies,Cash,TRUE,FALSE
EXP000464,EMP018,Sales,4/20/2024,4/7/2024,153.83,USD,Tech Store,Meals,Cash,TRUE,FALSE
EXP000465,EMP011,HR,10/12/2024,9/23/2024,198.82,USD,Training Corp,Office Supplies,Corporate Card,TRUE,FALSE
EXP000466,EMP025,HR,12/17/2024,12/11/2024,691.41,USD,Online Retailer,Training,Cash,TRUE,FALSE
EXP000467,EMP028,Marketing,4/2/2024,3/30/2024,111.37,USD,Online Retailer,Meals,Corporate Card,TRUE,FALSE
EXP000468,EMP016,Engineering,10/9/2024,9/16/2024,358.97,USD,Tech Store,Training,Cash,TRUE,FALSE
EXP000469,EMP035,HR,1/18/2024,1/5/2024,284.25,USD,Tech Store,Training,Corporate Card,TRUE,FALSE
EXP000470,EMP014,Marketing,5/17/2024,5/13/2024,301.79,USD,Hotel Chain,Office Supplies,Cash,FALSE,TRUE
EXP000471,EMP037,Engineering,2/11/2024,2/1/2024,1059.03,USD,Airlines Corp,Technology,Cash,FALSE,FALSE
EXP000472,EMP030,Finance,8/3/2024,7/23/2024,1945.94,USD,Airlines Corp,Training,Personal Card,TRUE,TRUE
EXP000473,EMP006,Engineering,3/7/2024,2/9/2024,1413.55,USD,Online Retailer,Technology,Corporate Card,TRUE,FALSE
EXP000474,EMP006,Marketing,1/26/2024,1/17/2024,527.08,USD,Restaurant A,Travel,Corporate Card,TRUE,FALSE
EXP000475,EMP044,Engineering,8/15/2024,8/4/2024,362.49,USD,Airlines Corp,Training,Corporate Card,TRUE,FALSE
EXP000476,EMP049,Marketing,8/20/2024,8/18/2024,667.44,USD,Local Restaurant,Travel,Corporate Card,TRUE,FALSE
EXP000477,EMP009,Sales,11/26/2024,11/4/2024,651.91,USD,Office Store,Travel,Personal Card,TRUE,FALSE
EXP000478,EMP008,HR,3/6/2024,2/20/2024,119.44,USD,Hotel Chain,Training,Cash,TRUE,FALSE
EXP000479,EMP017,HR,3/31/2024,3/20/2024,375.64,USD,Local Restaurant,Office Supplies,Cash,TRUE,FALSE
EXP000480,EMP037,Engineering,2/16/2024,1/18/2024,706.01,USD,Restaurant A,Training,Personal Card,TRUE,FALSE
EXP000481,EMP039,Marketing,10/5/2024,10/3/2024,71.41,USD,Airlines Corp,Meals,Personal Card,TRUE,FALSE
EXP000482,EMP005,Finance,4/6/2024,3/9/2024,309.5,USD,Office Store,Office Supplies,Personal Card,TRUE,FALSE
EXP000483,EMP009,Sales,11/14/2024,11/5/2024,912.71,USD,Training Corp,Technology,Corporate Card,TRUE,FALSE
EXP000484,EMP046,Engineering,2/23/2024,2/8/2024,201.65,USD,Tech Store,Technology,Corporate Card,TRUE,FALSE
EXP000485,EMP011,Engineering,1/7/2024,1/3/2024,1921.19,USD,Office Store,Training,Corporate Card,FALSE,TRUE
EXP000486,EMP016,Engineering,12/11/2024,11/14/2024,4824.78,USD,Office Store,Travel,Corporate Card,FALSE,TRUE
EXP000487,EMP023,Finance,12/9/2024,12/7/2024,1016.33,USD,Restaurant A,Technology,Personal Card,TRUE,FALSE
EXP000488,EMP032,Engineering,7/19/2024,7/3/2024,350.3,USD,Local Restaurant,Office Supplies,Cash,TRUE,FALSE
EXP000489,EMP044,Engineering,10/19/2024,9/29/2024,497.27,USD,Restaurant A,Training,Corporate Card,TRUE,FALSE
EXP000490,EMP045,Marketing,5/8/2024,4/14/2024,1382.74,USD,Airlines Corp,Technology,Personal Card,TRUE,FALSE
EXP000491,EMP023,Finance,7/7/2024,6/28/2024,161.56,USD,Restaurant A,Office Supplies,Cash,TRUE,FALSE
EXP000492,EMP018,Marketing,3/31/2024,3/1/2024,643.52,USD,Hotel Chain,Technology,Corporate Card,TRUE,FALSE
EXP000493,EMP022,Marketing,3/27/2024,2/27/2024,319,USD,Training Corp,Training,Personal Card,TRUE,FALSE
EXP000494,EMP025,Engineering,3/8/2024,2/11/2024,724.66,USD,Office Store,Training,Cash,TRUE,FALSE
EXP000495,EMP016,Sales,1/31/2024,1/31/2024,483.76,USD,Tech Store,Technology,Corporate Card,TRUE,FALSE
EXP000496,EMP031,Engineering,6/18/2024,6/13/2024,627.08,USD,Local Restaurant,Training,Corporate Card,TRUE,FALSE
EXP000497,EMP035,Marketing,10/31/2024,10/1/2024,1105.66,USD,Hotel Chain,Travel,Corporate Card,TRUE,FALSE
EXP000498,EMP017,Sales,5/14/2024,4/22/2024,152.51,USD,Tech Store,Office Supplies,Corporate Card,FALSE,TRUE
EXP000499,EMP007,Sales,4/4/2024,3/14/2024,2226.96,USD,Online Retailer,Travel,Cash,TRUE,FALSE
EXP000500,EMP044,Finance,1/25/2024,1/18/2024,192.63,USD,Local Restaurant,Office Supplies,Cash,TRUE,FALSE
EXP000501,EMP020,Marketing,2/16/2024,2/14/2024,1420.62,USD,Tech Store,Technology,Cash,TRUE,FALSE
EXP000502,EMP006,Finance,6/11/2024,6/4/2024,248.87,USD,Local Restaurant,Office Supplies,Cash,TRUE,FALSE
EXP000503,EMP033,Sales,6/25/2024,6/14/2024,155.59,USD,Hotel Chain,Meals,Personal Card,FALSE,FALSE
EXP000504,EMP022,Finance,4/6/2024,3/18/2024,233.72,USD,Online Retailer,Office Supplies,Cash,TRUE,FALSE
EXP000505,EMP024,Finance,12/17/2024,12/17/2024,1124.42,USD,Tech Store,Technology,Personal Card,FALSE,FALSE
EXP000506,EMP035,Sales,12/13/2024,11/21/2024,3958.16,USD,Office Store,Travel,Personal Card,TRUE,FALSE
EXP000507,EMP032,Marketing,3/9/2024,3/1/2024,3889.7,USD,Online Retailer,Travel,Corporate Card,TRUE,FALSE
EXP000508,EMP048,HR,5/19/2024,5/13/2024,63.1,USD,Training Corp,Training,Cash,TRUE,FALSE
EXP000509,EMP006,Marketing,6/25/2024,5/28/2024,1581.29,USD,Online Retailer,Technology,Cash,TRUE,FALSE
EXP000510,EMP040,Marketing,4/15/2024,4/7/2024,83.59,USD,Online Retailer,Meals,Cash,TRUE,FALSE
EXP000511,EMP041,Engineering,3/23/2024,2/23/2024,962.42,USD,Training Corp,Technology,Corporate Card,TRUE,FALSE
EXP000512,EMP025,Marketing,12/30/2024,12/12/2024,3374.86,USD,Local Restaurant,Travel,Cash,TRUE,FALSE
EXP000513,EMP002,Finance,10/10/2024,9/20/2024,98.81,USD,Online Retailer,Technology,Personal Card,TRUE,FALSE
EXP000514,EMP049,Engineering,8/9/2024,7/26/2024,167.21,USD,Training Corp,Office Supplies,Personal Card,FALSE,FALSE
EXP000515,EMP043,Sales,8/1/2024,7/4/2024,140.96,USD,Local Restaurant,Meals,Personal Card,TRUE,FALSE
EXP000516,EMP029,HR,10/16/2024,9/27/2024,888.58,USD,Tech Store,Training,Corporate Card,TRUE,FALSE
EXP000517,EMP029,Engineering,1/8/2024,12/17/2023,82.61,USD,Training Corp,Office Supplies,Cash,TRUE,FALSE
EXP000518,EMP041,HR,4/14/2024,3/18/2024,197.52,USD,Tech Store,Office Supplies,Corporate Card,TRUE,FALSE
EXP000519,EMP045,Marketing,6/2/2024,5/5/2024,981.94,USD,Online Retailer,Office Supplies,Corporate Card,TRUE,TRUE
EXP000520,EMP024,HR,1/21/2024,12/26/2023,154.27,USD,Training Corp,Office Supplies,Corporate Card,TRUE,FALSE
EXP000521,EMP049,Engineering,9/23/2024,9/1/2024,80.99,USD,Online Retailer,Office Supplies,Cash,TRUE,FALSE
EXP000522,EMP033,Marketing,6/22/2024,6/18/2024,1421.51,USD,Airlines Corp,Travel,Personal Card,FALSE,FALSE
EXP000523,EMP049,Sales,10/21/2024,9/28/2024,1260.29,USD,Local Restaurant,Travel,Cash,TRUE,FALSE
EXP000524,EMP025,Finance,9/21/2024,8/29/2024,169.1,USD,Tech Store,Office Supplies,Corporate Card,FALSE,FALSE
EXP000525,EMP032,Finance,8/1/2024,7/5/2024,894.59,USD,Tech Store,Technology,Personal Card,TRUE,FALSE
EXP000526,EMP047,Sales,4/5/2024,3/22/2024,79.31,USD,Tech Store,Meals,Corporate Card,TRUE,FALSE
EXP000527,EMP005,Engineering,11/15/2024,10/18/2024,930.56,USD,Tech Store,Training,Corporate Card,TRUE,FALSE
EXP000528,EMP001,Sales,11/29/2024,11/4/2024,1665.31,USD,Office Store,Travel,Personal Card,TRUE,FALSE
EXP000529,EMP030,Engineering,5/8/2024,4/29/2024,158.43,USD,Training Corp,Office Supplies,Corporate Card,TRUE,FALSE
EXP000530,EMP005,Finance,5/5/2024,4/16/2024,55.2,USD,Airlines Corp,Office Supplies,Corporate Card,TRUE,FALSE
EXP000531,EMP012,Finance,6/10/2024,6/5/2024,81.98,USD,Restaurant A,Meals,Personal Card,TRUE,TRUE
EXP000532,EMP001,HR,7/23/2024,7/3/2024,153.23,USD,Training Corp,Office Supplies,Personal Card,TRUE,FALSE
EXP000533,EMP040,Sales,7/28/2024,7/18/2024,3144.53,USD,Tech Store,Travel,Personal Card,TRUE,FALSE
EXP000534,EMP035,Marketing,11/3/2024,10/29/2024,246.88,USD,Training Corp,Meals,Corporate Card,TRUE,TRUE
EXP000535,EMP023,Marketing,5/11/2024,5/6/2024,1055.97,USD,Hotel Chain,Technology,Personal Card,TRUE,FALSE
EXP000536,EMP031,Marketing,9/9/2024,9/2/2024,202.54,USD,Local Restaurant,Office Supplies,Personal Card,FALSE,TRUE
EXP000537,EMP023,HR,10/24/2024,10/13/2024,870.76,USD,Airlines Corp,Training,Cash,TRUE,FALSE
EXP000538,EMP019,HR,8/1/2024,7/10/2024,210.3,USD,Training Corp,Office Supplies,Corporate Card,TRUE,FALSE
EXP000539,EMP029,Sales,2/25/2024,2/19/2024,2602.75,USD,Online Retailer,Training,Corporate Card,TRUE,TRUE
EXP000540,EMP016,Sales,9/28/2024,9/4/2024,3493.31,USD,Restaurant A,Travel,Personal Card,TRUE,FALSE
EXP000541,EMP029,Marketing,3/22/2024,2/22/2024,2630.27,USD,Online Retailer,Travel,Corporate Card,FALSE,FALSE
EXP000542,EMP012,Sales,6/10/2024,5/20/2024,2432.15,USD,Airlines Corp,Travel,Personal Card,TRUE,FALSE
EXP000543,EMP022,Sales,7/22/2024,7/15/2024,1940.36,USD,Online Retailer,Travel,Personal Card,TRUE,FALSE
EXP000544,EMP006,HR,1/5/2024,1/2/2024,484.74,USD,Airlines Corp,Office Supplies,Cash,TRUE,TRUE
EXP000545,EMP004,HR,10/9/2024,9/17/2024,68.62,USD,Local Restaurant,Office Supplies,Corporate Card,TRUE,FALSE
EXP000546,EMP044,Engineering,3/3/2024,2/25/2024,65.85,USD,Airlines Corp,Technology,Cash,TRUE,FALSE
EXP000547,EMP047,HR,4/18/2024,4/16/2024,1081.28,USD,Tech Store,Training,Cash,TRUE,FALSE
EXP000548,EMP038,Marketing,8/9/2024,8/1/2024,107.92,USD,Local Restaurant,Meals,Personal Card,TRUE,FALSE
EXP000549,EMP043,Marketing,1/20/2024,1/9/2024,113.69,USD,Online Retailer,Technology,Cash,TRUE,FALSE
EXP000550,EMP022,HR,9/19/2024,9/7/2024,121.98,USD,Restaurant A,Office Supplies,Personal Card,TRUE,FALSE
EXP000551,EMP014,Marketing,9/19/2024,8/30/2024,211.61,USD,Tech Store,Office Supplies,Cash,TRUE,TRUE
EXP000552,EMP020,HR,6/16/2024,5/30/2024,615.89,USD,Hotel Chain,Training,Personal Card,TRUE,FALSE
EXP000553,EMP030,Sales,3/22/2024,3/16/2024,1253.59,USD,Restaurant A,Technology,Corporate Card,TRUE,FALSE
EXP000554,EMP022,Sales,1/30/2024,1/14/2024,567.16,USD,Hotel Chain,Technology,Personal Card,FALSE,FALSE
EXP000555,EMP019,HR,11/28/2024,11/12/2024,275.52,USD,Tech Store,Office Supplies,Personal Card,TRUE,FALSE
EXP000556,EMP005,Engineering,5/18/2024,5/7/2024,123.43,USD,Online Retailer,Technology,Personal Card,TRUE,FALSE
EXP000557,EMP032,HR,9/23/2024,9/6/2024,288.38,USD,Training Corp,Office Supplies,Corporate Card,TRUE,FALSE
EXP000558,EMP050,HR,2/9/2024,1/25/2024,576.5,USD,Tech Store,Training,Personal Card,TRUE,FALSE
EXP000559,EMP018,HR,9/28/2024,9/18/2024,244.55,USD,Local Restaurant,Office Supplies,Personal Card,TRUE,FALSE
EXP000560,EMP012,HR,4/19/2024,4/15/2024,347.08,USD,Online Retailer,Office Supplies,Corporate Card,TRUE,FALSE
EXP000561,EMP042,HR,7/22/2024,6/24/2024,681.83,USD,Restaurant A,Training,Cash,TRUE,FALSE
EXP000562,EMP002,Engineering,4/22/2024,4/21/2024,629.66,USD,Airlines Corp,Technology,Personal Card,FALSE,FALSE
EXP000563,EMP002,Finance,1/25/2024,1/9/2024,673.26,USD,Tech Store,Technology,Corporate Card,TRUE,FALSE
EXP000564,EMP038,HR,5/3/2024,4/14/2024,347.22,USD,Online Retailer,Office Supplies,Corporate Card,TRUE,FALSE
EXP000565,EMP008,Marketing,3/7/2024,2/17/2024,192.71,USD,Local Restaurant,Meals,Cash,TRUE,TRUE
EXP000566,EMP024,HR,1/26/2024,1/24/2024,150,USD,Office Store,Office Supplies,Corporate Card,TRUE,FALSE
EXP000567,EMP045,Marketing,4/27/2024,4/20/2024,383.33,USD,Tech Store,Travel,Corporate Card,TRUE,FALSE
EXP000568,EMP047,HR,5/29/2024,5/12/2024,98.4,USD,Office Store,Training,Personal Card,TRUE,FALSE
EXP000569,EMP049,Marketing,1/21/2024,1/6/2024,2214.32,USD,Restaurant A,Travel,Personal Card,TRUE,FALSE
EXP000570,EMP028,Engineering,2/20/2024,2/2/2024,1044.94,USD,Restaurant A,Technology,Cash,TRUE,FALSE
EXP000571,EMP049,Finance,10/31/2024,10/5/2024,348.15,USD,Tech Store,Office Supplies,Cash,TRUE,FALSE
EXP000572,EMP018,Marketing,4/12/2024,3/25/2024,61.74,USD,Restaurant A,Travel,Cash,TRUE,FALSE
EXP000573,EMP031,HR,3/10/2024,3/8/2024,761.89,USD,Office Store,Training,Personal Card,TRUE,FALSE
EXP000574,EMP025,Sales,2/13/2024,2/13/2024,57.02,USD,Training Corp,Meals,Corporate Card,TRUE,FALSE
EXP000575,EMP028,Finance,2/17/2024,2/16/2024,178.97,USD,Tech Store,Office Supplies,Corporate Card,FALSE,FALSE
EXP000576,EMP028,HR,7/2/2024,6/15/2024,654.46,USD,Office Store,Training,Cash,TRUE,FALSE
EXP000577,EMP014,HR,12/9/2024,11/20/2024,259.89,USD,Airlines Corp,Technology,Corporate Card,FALSE,TRUE
EXP000578,EMP016,HR,5/21/2024,4/23/2024,65.39,USD,Online Retailer,Office Supplies,Personal Card,FALSE,TRUE
EXP000579,EMP034,Marketing,4/23/2024,4/17/2024,158.92,USD,Training Corp,Training,Personal Card,TRUE,FALSE
EXP000580,EMP047,Marketing,12/12/2024,11/23/2024,3854.46,USD,Online Retailer,Travel,Personal Card,TRUE,FALSE
EXP000581,EMP024,Finance,11/15/2024,10/29/2024,271.71,USD,Training Corp,Office Supplies,Cash,TRUE,FALSE
EXP000582,EMP006,Marketing,8/23/2024,8/3/2024,3007.92,USD,Office Store,Travel,Corporate Card,TRUE,TRUE
EXP000583,EMP001,Sales,8/9/2024,7/27/2024,1193.88,USD,Training Corp,Technology,Corporate Card,TRUE,FALSE
EXP000584,EMP012,HR,5/10/2024,5/10/2024,569.35,USD,Airlines Corp,Office Supplies,Corporate Card,TRUE,TRUE
EXP000585,EMP037,Sales,6/14/2024,6/3/2024,616.95,USD,Office Store,Travel,Personal Card,TRUE,FALSE
EXP000586,EMP049,Sales,7/8/2024,7/7/2024,130.46,USD,Training Corp,Meals,Cash,TRUE,FALSE
EXP000587,EMP025,Engineering,7/13/2024,7/6/2024,545.65,USD,Restaurant A,Technology,Corporate Card,TRUE,FALSE
EXP000588,EMP041,Sales,2/6/2024,2/4/2024,192.11,USD,Hotel Chain,Training,Cash,TRUE,TRUE
EXP000589,EMP016,Engineering,12/22/2024,11/24/2024,1130.41,USD,Hotel Chain,Training,Cash,TRUE,FALSE
EXP000590,EMP014,Finance,3/8/2024,2/9/2024,396.49,USD,Office Store,Technology,Personal Card,TRUE,FALSE
EXP000591,EMP048,Marketing,4/17/2024,4/12/2024,819.88,USD,Airlines Corp,Training,Corporate Card,TRUE,FALSE
EXP000592,EMP035,Sales,7/30/2024,7/29/2024,1139.7,USD,Local Restaurant,Technology,Personal Card,TRUE,FALSE
EXP000593,EMP044,HR,8/20/2024,7/30/2024,50.22,USD,Local Restaurant,Office Supplies,Personal Card,TRUE,FALSE
EXP000594,EMP016,Sales,12/16/2024,11/24/2024,96.22,USD,Restaurant A,Meals,Personal Card,FALSE,FALSE
EXP000595,EMP049,Finance,1/29/2024,1/22/2024,68.8,USD,Online Retailer,Technology,Cash,TRUE,FALSE
EXP000596,EMP019,Sales,2/8/2024,1/23/2024,1077.57,USD,Hotel Chain,Technology,Corporate Card,TRUE,FALSE
EXP000597,EMP025,Engineering,2/1/2024,1/28/2024,3107.71,USD,Airlines Corp,Technology,Corporate Card,TRUE,TRUE
EXP000598,EMP042,Marketing,2/13/2024,2/11/2024,134.33,USD,Tech Store,Meals,Personal Card,TRUE,FALSE
EXP000599,EMP005,Finance,3/1/2024,2/4/2024,1471.95,USD,Local Restaurant,Technology,Personal Card,TRUE,FALSE
EXP000600,EMP035,Marketing,9/15/2024,8/23/2024,3222.37,USD,Hotel Chain,Travel,Personal Card,TRUE,FALSE
EXP000601,EMP010,HR,1/9/2024,12/13/2023,303.58,USD,Airlines Corp,Training,Corporate Card,TRUE,FALSE
EXP000602,EMP017,Finance,3/26/2024,3/14/2024,1246.57,USD,Training Corp,Technology,Cash,TRUE,FALSE
EXP000603,EMP021,Finance,8/15/2024,8/4/2024,1344.29,USD,Airlines Corp,Technology,Cash,FALSE,FALSE
EXP000604,EMP003,Engineering,12/28/2024,12/15/2024,271.4,USD,Restaurant A,Office Supplies,Corporate Card,TRUE,FALSE
EXP000605,EMP026,HR,11/21/2024,10/31/2024,267.48,USD,Hotel Chain,Training,Personal Card,TRUE,FALSE
EXP000606,EMP050,Finance,2/11/2024,1/13/2024,646.96,USD,Restaurant A,Office Supplies,Cash,TRUE,TRUE
EXP000607,EMP007,Sales,10/3/2024,9/10/2024,1119.88,USD,Restaurant A,Travel,Personal Card,TRUE,FALSE
EXP000608,EMP009,HR,10/7/2024,9/26/2024,833.9,USD,Tech Store,Training,Cash,TRUE,FALSE
EXP000609,EMP043,HR,12/1/2024,11/13/2024,126.1,USD,Local Restaurant,Office Supplies,Personal Card,TRUE,FALSE
EXP000610,EMP047,Engineering,12/25/2024,12/14/2024,719.5,USD,Local Restaurant,Technology,Personal Card,TRUE,FALSE
EXP000611,EMP019,Sales,7/14/2024,7/7/2024,411.02,USD,Airlines Corp,Office Supplies,Personal Card,TRUE,TRUE
EXP000612,EMP005,Finance,9/22/2024,9/11/2024,793.35,USD,Tech Store,Technology,Cash,TRUE,FALSE
EXP000613,EMP044,Finance,7/23/2024,7/7/2024,318.37,USD,Airlines Corp,Office Supplies,Corporate Card,FALSE,FALSE
EXP000614,EMP001,Marketing,5/3/2024,4/8/2024,441.61,USD,Tech Store,Travel,Personal Card,TRUE,FALSE
EXP000615,EMP043,Sales,8/29/2024,8/15/2024,3777.97,USD,Training Corp,Travel,Cash,TRUE,FALSE
EXP000616,EMP014,Sales,2/18/2024,2/14/2024,99.03,USD,Hotel Chain,Meals,Corporate Card,TRUE,FALSE
EXP000617,EMP032,Engineering,11/4/2024,10/18/2024,1129.4,USD,Tech Store,Technology,Cash,TRUE,FALSE
EXP000618,EMP012,Engineering,8/21/2024,8/2/2024,403.74,USD,Airlines Corp,Training,Personal Card,TRUE,FALSE
EXP000619,EMP040,Marketing,5/24/2024,5/14/2024,898.1,USD,Restaurant A,Technology,Cash,TRUE,FALSE
EXP000620,EMP003,Sales,9/4/2024,8/12/2024,299.06,USD,Hotel Chain,Technology,Cash,TRUE,FALSE
EXP000621,EMP049,Sales,8/31/2024,8/24/2024,159.12,USD,Tech Store,Meals,Cash,TRUE,FALSE
EXP000622,EMP005,Marketing,9/14/2024,8/30/2024,498.02,USD,Local Restaurant,Training,Corporate Card,TRUE,FALSE
EXP000623,EMP030,Marketing,5/16/2024,4/20/2024,1221.11,USD,Tech Store,Travel,Corporate Card,TRUE,FALSE
EXP000624,EMP041,Finance,4/20/2024,4/6/2024,234.83,USD,Restaurant A,Office Supplies,Cash,TRUE,FALSE
EXP000625,EMP016,HR,1/10/2024,12/16/2023,1116.19,USD,Airlines Corp,Training,Personal Card,TRUE,FALSE
EXP000626,EMP017,Sales,1/26/2024,1/19/2024,2860.93,USD,Training Corp,Travel,Corporate Card,TRUE,FALSE
EXP000627,EMP031,Finance,11/28/2024,11/21/2024,331.65,USD,Tech Store,Office Supplies,Corporate Card,TRUE,FALSE
EXP000628,EMP036,Marketing,12/4/2024,11/6/2024,224.36,USD,Online Retailer,Technology,Corporate Card,TRUE,FALSE
EXP000629,EMP003,HR,9/30/2024,9/18/2024,958.44,USD,Online Retailer,Training,Corporate Card,TRUE,FALSE
EXP000630,EMP043,Finance,8/31/2024,8/12/2024,666.62,USD,Online Retailer,Technology,Corporate Card,TRUE,FALSE
EXP000631,EMP019,Finance,7/18/2024,6/24/2024,288.42,USD,Airlines Corp,Office Supplies,Corporate Card,TRUE,FALSE
EXP000632,EMP018,Sales,8/5/2024,7/10/2024,598.69,USD,Tech Store,Technology,Cash,TRUE,FALSE
EXP000633,EMP036,Sales,7/22/2024,7/8/2024,534.09,USD,Restaurant A,Technology,Cash,TRUE,FALSE
EXP000634,EMP003,Engineering,7/22/2024,7/18/2024,546.92,USD,Tech Store,Technology,Cash,TRUE,FALSE
EXP000635,EMP006,HR,4/29/2024,4/20/2024,386.68,USD,Restaurant A,Office Supplies,Personal Card,TRUE,FALSE
EXP000636,EMP041,Finance,5/11/2024,4/17/2024,85.7,USD,Tech Store,Office Supplies,Cash,TRUE,FALSE
EXP000637,EMP029,Engineering,7/14/2024,7/9/2024,1122.02,USD,Training Corp,Training,Cash,FALSE,FALSE
EXP000638,EMP020,Sales,6/18/2024,5/24/2024,1445.14,USD,Restaurant A,Technology,Cash,TRUE,FALSE
EXP000639,EMP041,Finance,2/16/2024,2/12/2024,672.84,USD,Office Store,Technology,Personal Card,TRUE,FALSE
EXP000640,EMP013,Marketing,12/25/2024,12/5/2024,2563.95,USD,Airlines Corp,Training,Personal Card,TRUE,TRUE
EXP000641,EMP027,Engineering,4/28/2024,4/17/2024,1025.96,USD,Training Corp,Training,Corporate Card,TRUE,FALSE
EXP000642,EMP027,Marketing,3/28/2024,3/9/2024,961.1,USD,Airlines Corp,Training,Corporate Card,TRUE,FALSE
EXP000643,EMP049,Sales,4/9/2024,3/19/2024,81.6,USD,Local Restaurant,Meals,Personal Card,TRUE,FALSE
EXP000644,EMP006,Sales,12/31/2024,12/27/2024,2725.66,USD,Airlines Corp,Travel,Corporate Card,TRUE,FALSE
EXP000645,EMP044,Finance,8/17/2024,8/15/2024,1395.44,USD,Local Restaurant,Technology,Corporate Card,TRUE,FALSE
EXP000646,EMP029,Marketing,8/15/2024,7/29/2024,3001.96,USD,Local Restaurant,Travel,Cash,FALSE,FALSE
EXP000647,EMP030,Sales,3/22/2024,2/29/2024,3338.71,USD,Training Corp,Travel,Corporate Card,TRUE,FALSE
EXP000648,EMP019,Engineering,10/15/2024,9/16/2024,392.74,USD,Local Restaurant,Office Supplies,Personal Card,TRUE,FALSE
EXP000649,EMP018,Finance,2/11/2024,2/6/2024,1032.18,USD,Office Store,Technology,Cash,FALSE,FALSE
EXP000650,EMP045,Finance,7/2/2024,7/1/2024,995.41,USD,Airlines Corp,Technology,Corporate Card,TRUE,FALSE
EXP000651,EMP002,Finance,9/27/2024,9/20/2024,310.52,USD,Local Restaurant,Office Supplies,Personal Card,TRUE,FALSE
EXP000652,EMP036,HR,7/3/2024,6/15/2024,1095.96,USD,Local Restaurant,Training,Corporate Card,TRUE,FALSE
EXP000653,EMP022,Engineering,11/1/2024,10/28/2024,908.29,USD,Tech Store,Training,Corporate Card,TRUE,FALSE
EXP000654,EMP041,Marketing,2/15/2024,1/30/2024,103.06,USD,Training Corp,Meals,Personal Card,TRUE,FALSE
EXP000655,EMP030,Finance,8/21/2024,7/26/2024,984.93,USD,Local Restaurant,Technology,Personal Card,TRUE,FALSE
EXP000656,EMP037,HR,12/9/2024,12/7/2024,802.03,USD,Training Corp,Training,Corporate Card,TRUE,FALSE
